URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://paho.org/fhir/esavi/ValueSet/ComplicacionEmbarazoMedDRAVS,0.1.45,active,,ComplicacionEmbarazoMedDRAVS,Códigos MEDDRA Complicaciones en Embarazo ESAVI,"Codificacion Estandarizada de diagnóticos de complicaciones de embarazo mediante códigos MedDRA","Questionnaire/CuestionarioESAVI","hl7.terminology.r4"
https://paho.org/fhir/esavi/ValueSet/ComplicacionEmbarazoOtroVS,0.1.45,active,,ComplicacionEmbarazoOtroVS,Otros Códigos Complicaciones en Embarazo ESAVI,"Codificacion Estandarizada de diagnóticos de complicaciones de embarazo mediante códigos Snomed y CIE-10","Questionnaire/CuestionarioESAVI","SCT,hl7.terminology.r4"
https://paho.org/fhir/esavi/ValueSet/ComplicacionEmbarazoVS,0.1.45,active,,ComplicacionEmbarazoVS,Complicaciones Embarazo,"Conjunto de Valores para la Sección de Complicaciones Embarazo ESAVI","Questionnaire/CuestionarioESAVI","Internal"
https://paho.org/fhir/esavi/ValueSet/DirOrgNotiVS,0.1.45,active,,DirOrgNotiVS,Códigos PAHO para Direcciones,"Conjunto de Valores para dirección según OPS","Questionnaire/CuestionarioESAVI","Internal"
https://paho.org/fhir/esavi/ValueSet/EnfermedadesPreviasCodificacionVS,0.1.45,active,,EnfermedadesPreviasCodificacionVS,Enfermedades previas en un ESAVI-PAHO,"Describe las enfermedades previas en un ESAVI codificadas en CIE10, CIE11 o SNOMED CT","Questionnaire/CuestionarioESAVI","SCT,hl7.terminology.r4"
https://paho.org/fhir/esavi/ValueSet/EsaviMedDRAVS,0.1.45,active,,EsaviMedDRAVS,Código MedDRA del Evento Adverso notificado,"Código MedDRA del Evento Adverso notificado","Questionnaire/CuestionarioESAVI","hl7.terminology.r4"
https://paho.org/fhir/esavi/ValueSet/EsaviOtroVS,0.1.45,active,,EsaviOtroVS,Otros Códigos Evento Adverso,"Evento Adverso en otro sistema según Snomed y CIE-10","Questionnaire/CuestionarioESAVI","SCT"
https://paho.org/fhir/esavi/ValueSet/FormaFarmaceuticaVS,0.1.45,active,,FormaFarmaceuticaVS,Identificación Formas Farmacéuticas,"Describe y lista las formas farmaceuticas de medicamentos para registro en ESAVI segun SNOMED CT","Questionnaire/CuestionarioESAVI","SCT"
https://paho.org/fhir/esavi/ValueSet/ModoConfirmacionInfeccionVS,0.1.45,active,,ModoConfirmacionInfeccionVS,Modos Confirmación Infección COVID-19,"Modos de Confirmacion de Infección por COVID-19","Questionnaire/CuestionarioESAVI","Internal"
https://paho.org/fhir/esavi/ValueSet/ModoVerificacionVacunaVS,0.1.45,active,,ModoVerificacionVacunaVS,Modos Verificación Vacuna Previa,"Modos de Verificacion de Vacuna o Esquema de Vacunación Completado","Questionnaire/CuestionarioESAVI","Internal"
https://paho.org/fhir/esavi/ValueSet/ProfesionalNotificadorVS,0.1.45,active,,ProfesionalNotificadorVS,Tipo de Profesional Notificador,"Códigos de Tipo de Notificadores de ESAVI para PAHO","Questionnaire/CuestionarioESAVI","Internal"
https://paho.org/fhir/esavi/ValueSet/RespuestaSiNoNosabeVS,0.1.45,active,,RespuestaSiNoNosabeVS,Respuestas Simples,"Códigos para capturar respuestas simples si/no/no sabe","Questionnaire/CuestionarioESAVI","Internal"
https://paho.org/fhir/esavi/ValueSet/SistemaClasfCausalidadVS,0.1.45,active,,SistemaClasfCausalidadVS,Tipo de Método de clasificación de causalidad,"Códigos para Tipos Métodos de Clasificación de Causalidad","Questionnaire/CuestionarioESAVI","Internal"
https://paho.org/fhir/esavi/ValueSet/SistemasDeCodificacionVS,0.1.45,active,,SistemasDeCodificacionVS,Sistemas De Codificacion,"Sistemas De Codificacion para Determinación de Códigos","Questionnaire/CuestionarioESAVI","Internal"
https://paho.org/fhir/esavi/ValueSet/ViaAdminMedicamentoVS,0.1.45,active,,ViaAdminMedicamentoVS,Vías de Administración de Medicamentos,"Describe y lista las vías de administración de medicamentos para registro en ESAVI segun SNOMED CT","Questionnaire/CuestionarioESAVI","SCT"
https://paho.org/fhir/esavi/ValueSet/codPaises,0.1.45,active,,CodPaises,Códigos de Países,"Codigos definidos para la identificación de países segun norma ISO3166-N","Questionnaire/CuestionarioESAVI","Internal"
